pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,length,stair_count,max_slope,min_width,signposted_as
443234,de:11000:900023201:1:51,de:11000:900023201:1:50,1,0,6,9.000000000000,,,,
443294,de:11000:900023201:2:53,de:11000:900023201:2:52,1,0,7,10.000000000000,,,,
443235,de:11000:900023201:1:50,de:11000:900023201:1:51,1,0,6,9.000000000000,,,,
443295,de:11000:900023201:2:52,de:11000:900023201:2:53,1,0,7,10.000000000000,,,,
954152,de:11000:900100003:1:50,de:11000:900100003:1:51,1,0,7,10.000000000000,,,,
958021,de:11000:900100003:1:51,de:11000:900100003:1:50,1,0,7,10.000000000000,,,,
302493,de:11000:900100020:2:52,de:11000:900100020:2:53,1,0,6,9.000000000000,,,,
302463,de:11000:900100020:1:50,de:11000:900100020:1:51,1,0,7,10.000000000000,,,,
302464,de:11000:900100020:1:51,de:11000:900100020:1:50,1,0,7,10.000000000000,,,,
302494,de:11000:900100020:2:53,de:11000:900100020:2:52,1,0,6,9.000000000000,,,,
964508,de:11000:900100001:2:52,de:11000:900100001:2:53,1,0,7,10.000000000000,,,,
964549,de:11000:900100001:1:50,de:11000:900100001:1:51,1,0,8,11.000000000000,,,,
988483,de:11000:900100001:1:51,de:11000:900100001:1:50,1,0,8,11.000000000000,,,,
988525,de:11000:900100001:2:53,de:11000:900100001:2:52,1,0,7,10.000000000000,,,,
356136,de:11000:900020201:1:50,de:11000:900020201:1:51,1,0,8,11.000000000000,,,,
356135,de:11000:900020201:1:51,de:11000:900020201:1:50,1,0,8,11.000000000000,,,,
810102,de:11000:900007102:4:56,de:11000:900007102:4:57,1,0,9,13.000000000000,,,,
810010,de:11000:900007102:5:58,de:11000:900007102:5:59,1,0,8,11.000000000000,,,,
810103,de:11000:900007102:4:57,de:11000:900007102:4:56,1,0,9,13.000000000000,,,,
810011,de:11000:900007102:5:59,de:11000:900007102:5:58,1,0,8,11.000000000000,,,,
847837,de:11000:900160004:2:52,de:11000:900160004:2:53,1,0,10,14.000000000000,,,,
847867,de:11000:900160004:3:54,de:11000:900160004:3:55,1,0,9,13.000000000000,,,,
847886,de:11000:900160004:4:56,de:11000:900160004:4:57,1,0,10,14.000000000000,,,,
847836,de:11000:900160004:2:53,de:11000:900160004:2:52,1,0,10,14.000000000000,,,,
847866,de:11000:900160004:3:55,de:11000:900160004:3:54,1,0,9,13.000000000000,,,,
847887,de:11000:900160004:4:57,de:11000:900160004:4:56,1,0,10,14.000000000000,,,,
1075654,de:11000:900192001:1:51,de:11000:900192001:1:50,1,0,8,11.000000000000,,,,
1075830,de:11000:900192001:1:50,de:11000:900192001:1:51,1,0,8,11.000000000000,,,,
918896,de:12061:900260005:2:52,de:12061:900260005:2:53,1,0,9,12.000000000000,,,,
919250,de:12061:900260005:2:53,de:12061:900260005:2:52,1,0,9,12.000000000000,,,,
605808,de:11000:900120003:1:51,de:11000:900120003:1:50,1,0,11,15.000000000000,,,,
605809,de:11000:900120003:1:50,de:11000:900120003:1:51,1,0,11,15.000000000000,,,,
379802,de:11000:900120005:2:52,de:11000:900120005:2:51,1,0,7,10.000000000000,,,,
439176,de:11000:900120005:3:54,de:11000:900120005:3:53,1,0,6,8.000000000000,,,,
439175,de:11000:900120005:3:53,de:11000:900120005:3:54,1,0,6,8.000000000000,,,,
379801,de:11000:900120005:2:51,de:11000:900120005:2:52,1,0,7,10.000000000000,,,,
311000,de:11000:900053301:3:54,de:11000:900053301:3:55,1,0,6,9.000000000000,,,,
311001,de:11000:900053301:3:55,de:11000:900053301:3:54,1,0,6,9.000000000000,,,,
355919,de:11000:900024101:1:51,de:11000:900024101:1:50,1,0,6,8.000000000000,,,,
355925,de:11000:900024101:2:53,de:11000:900024101:2:52,1,0,6,8.000000000000,,,,
355918,de:11000:900024101:1:50,de:11000:900024101:1:51,1,0,6,8.000000000000,,,,
355924,de:11000:900024101:2:52,de:11000:900024101:2:53,1,0,6,8.000000000000,,,,
804351,de:11000:900003201:2:53,de:11000:900003201:2:52,1,0,8,11.000000000000,,,,
803914,de:11000:900003201:1:51,de:11000:900003201:1:50,1,0,8,11.000000000000,,,,
458055,de:11000:900003200:1:50,de:11000:900003200:1:51,1,0,8,11.000000000000,,,,
458221,de:11000:900003200:2:52,de:11000:900003200:2:53,1,0,8,11.000000000000,,,,
467476,de:11000:900003200:3:54,de:11000:900003200:3:55,1,0,7,10.000000000000,,,,
467505,de:11000:900003200:4:56,de:11000:900003200:4:57,1,0,7,10.000000000000,,,,
803915,de:11000:900003201:1:50,de:11000:900003201:1:51,1,0,8,11.000000000000,,,,
804352,de:11000:900003201:2:52,de:11000:900003201:2:53,1,0,8,11.000000000000,,,,
458054,de:11000:900003200:1:51,de:11000:900003200:1:50,1,0,8,11.000000000000,,,,
458222,de:11000:900003200:2:53,de:11000:900003200:2:52,1,0,8,11.000000000000,,,,
467477,de:11000:900003200:3:55,de:11000:900003200:3:54,1,0,7,10.000000000000,,,,
467504,de:11000:900003200:4:57,de:11000:900003200:4:56,1,0,7,10.000000000000,,,,
786135,de:11000:900058101:2:52,de:11000:900058101:2:53,1,0,9,12.000000000000,,,,
786155,de:11000:900058101:4:57,de:11000:900058101:4:56,1,0,8,11.000000000000,,,,
786154,de:11000:900058101:4:56,de:11000:900058101:4:57,1,0,8,11.000000000000,,,,
786134,de:11000:900058101:2:53,de:11000:900058101:2:52,1,0,9,12.000000000000,,,,
786637,de:11000:900058101:3:54,de:11000:900058101:3:55,1,0,8,11.000000000000,,,,
786636,de:11000:900058101:3:55,de:11000:900058101:3:54,1,0,8,11.000000000000,,,,
1078483,de:12065:900200000:1:50,de:12065:900200000:1:51,1,0,9,13.000000000000,,,,
614755,de:12065:900200000:2:52,de:12065:900200000:2:53,1,0,3,4.000000000000,,,,
614754,de:12065:900200000:2:53,de:12065:900200000:2:52,1,0,3,4.000000000000,,,,
1078482,de:12065:900200000:1:51,de:12065:900200000:1:50,1,0,9,13.000000000000,,,,
362332,de:11000:900029305:1:50,de:11000:900029305:1:51,1,0,4,6.000000000000,,,,
362331,de:11000:900029305:1:51,de:11000:900029305:1:50,1,0,4,6.000000000000,,,,
622567,de:11000:900029101:2:52,de:11000:900029101:2:53,1,0,6,8.000000000000,,,,
622556,de:11000:900029101:3:54,de:11000:900029101:3:55,1,0,5,7.000000000000,,,,
622566,de:11000:900029101:2:53,de:11000:900029101:2:52,1,0,6,8.000000000000,,,,
622557,de:11000:900029101:3:55,de:11000:900029101:3:54,1,0,5,7.000000000000,,,,
749989,de:12054:900230999:1:50,de:12054:900230999:1:51,1,0,6,9.000000000000,,,,
750004,de:12054:900230999:2:52,de:12054:900230999:2:53,1,0,5,7.000000000000,,,,
749990,de:12054:900230999:1:51,de:12054:900230999:1:50,1,0,6,9.000000000000,,,,
750003,de:12054:900230999:2:53,de:12054:900230999:2:52,1,0,5,7.000000000000,,,,
776155,de:12060:900350160:2:52,de:12060:900350160:2:53,1,0,11,15.000000000000,,,,
776154,de:12060:900350160:2:53,de:12060:900350160:2:52,1,0,11,15.000000000000,,,,
378997,de:12065:900200005:1:2,de:12065:900200005:1:1,1,0,6,8.000000000000,,,,
694842,de:12065:900200005:2:2,de:12065:900200005:2:1,1,0,5,7.000000000000,,,,
694841,de:12065:900200005:2:1,de:12065:900200005:2:2,1,0,5,7.000000000000,,,,
378996,de:12065:900200005:1:1,de:12065:900200005:1:2,1,0,6,8.000000000000,,,,
699949,de:12061:900261512:2:51,de:12061:900261512:2:52,1,0,6,8.000000000000,,,,
699950,de:12061:900261512:2:52,de:12061:900261512:2:51,1,0,6,8.000000000000,,,,
730099,de:12066:900435602:2:51,de:12066:900435602:2:52,1,0,4,5.000000000000,,,,
730100,de:12066:900435602:2:52,de:12066:900435602:2:51,1,0,4,5.000000000000,,,,
323514,de:12053:900360000:3:55,de:12053:900360000:3:54,1,0,6,8.000000000000,,,,
323512,de:12053:900360000:1:50,de:12053:900360000:1:51,1,0,6,9.000000000000,,,,
563948,de:12053:900360000:2:52,de:12053:900360000:2:53,1,0,5,7.000000000000,,,,
563947,de:12053:900360000:2:53,de:12053:900360000:2:52,1,0,5,7.000000000000,,,,
323511,de:12053:900360000:1:51,de:12053:900360000:1:50,1,0,6,9.000000000000,,,,
323513,de:12053:900360000:3:54,de:12053:900360000:3:55,1,0,6,8.000000000000,,,,
759102,de:12052:900470000:4:55,de:12052:900470000:5:56,1,0,112,155.000000000000,,,,
759213,de:12052:900470000:4:55,de:12052:900470000:5:57,1,0,75,104.000000000000,,,,
759221,de:12052:900470000:5:56,de:12052:900470000:4:55,1,0,112,155.000000000000,,,,
759332,de:12052:900470000:5:56,de:12052:900470000:5:57,1,0,42,59.000000000000,,,,
759453,de:12052:900470000:6:58,de:12052:900470000:6:59,1,0,6,8.000000000000,,,,
759960,de:12052:900470000:3:53,de:12052:900470000:3:54,1,0,6,8.000000000000,,,,
760320,de:12052:900470000:2:51,de:12052:900470000:2:52,1,0,5,7.000000000000,,,,
765595,de:12052:900470000:2:52,de:12052:900470000:2:51,1,0,5,7.000000000000,,,,
765623,de:12052:900470000:3:54,de:12052:900470000:3:53,1,0,6,8.000000000000,,,,
765649,de:12052:900470000:5:57,de:12052:900470000:4:55,1,0,75,104.000000000000,,,,
765650,de:12052:900470000:5:57,de:12052:900470000:5:56,1,0,42,59.000000000000,,,,
765681,de:12052:900470000:6:59,de:12052:900470000:6:58,1,0,6,8.000000000000,,,,
707022,de:12063:900210005:2:52,de:12063:900210005:2:53,1,0,4,6.000000000000,,,,
707023,de:12063:900210005:2:53,de:12063:900210005:2:52,1,0,4,6.000000000000,,,,
317677,de:12063:900210771:1:50,de:12063:900210771:1:51,1,0,6,8.000000000000,,,,
317678,de:12063:900210771:1:51,de:12063:900210771:1:50,1,0,6,8.000000000000,,,,
740888,de:12071:900445593:1:50,de:12071:900445593:1:51,1,0,6,9.000000000000,,,,
72636,de:12071:900445593:2:52,de:12071:900445593:3:53,1,0,156,216.000000000000,,,,
72843,de:12071:900445593:3:53,de:12071:900445593:2:52,1,0,156,216.000000000000,,,,
740889,de:12071:900445593:1:51,de:12071:900445593:1:50,1,0,6,9.000000000000,,,,
323307,de:12066:900435000:2:52,de:12066:900435000:2:53,1,0,6,8.000000000000,,,,
323305,de:12066:900435000:1:50,de:12066:900435000:1:51,1,0,5,7.000000000000,,,,
323306,de:12066:900435000:2:53,de:12066:900435000:2:52,1,0,6,8.000000000000,,,,
323304,de:12066:900435000:1:51,de:12066:900435000:1:50,1,0,5,7.000000000000,,,,
322013,de:12070:900216026:3:54,de:12070:900216026:3:53,1,0,6,8.000000000000,,,,
1006002,de:12070:900216026:3:54,de:12070:900216026:3:55,1,0,37,51.000000000000,,,,
322012,de:12070:900216026:3:53,de:12070:900216026:3:54,1,0,6,8.000000000000,,,,
1007395,de:12070:900216026:3:53,de:12070:900216026:3:55,1,0,41,57.000000000000,,,,
1006001,de:12070:900216026:3:55,de:12070:900216026:3:54,1,0,37,51.000000000000,,,,
1007394,de:12070:900216026:3:55,de:12070:900216026:3:53,1,0,41,57.000000000000,,,,
674136,de:12054:900230007:2:51,de:12054:900230007:2:52,1,0,8,11.000000000000,,,,
674137,de:12054:900230007:2:52,de:12054:900230007:2:51,1,0,8,11.000000000000,,,,
691646,de:12073:900340004:1:50,de:12073:900340004:2:51,1,0,12,17.000000000000,,,,
691636,de:12073:900340004:3:52,de:12073:900340004:3:54,1,0,16,22.000000000000,,,,
691637,de:12073:900340004:3:54,de:12073:900340004:3:52,1,0,16,22.000000000000,,,,
691647,de:12073:900340004:2:51,de:12073:900340004:1:50,1,0,12,17.000000000000,,,,
719994,de:12060:900350127:2:51,de:12060:900350127:2:52,1,0,6,8.000000000000,,,,
720391,de:12060:900350127:2:52,de:12060:900350127:2:51,1,0,6,8.000000000000,,,,
404687,de:12073:900340056:1:50,de:12073:900340056:2:51,1,0,161,224.000000000000,,,,
404686,de:12073:900340056:2:51,de:12073:900340056:1:50,1,0,161,224.000000000000,,,,
429438,de:12072:900245002:1:50,de:12072:900245002:2:52,1,0,6,8.000000000000,,,,
429439,de:12072:900245002:2:52,de:12072:900245002:1:50,1,0,6,8.000000000000,,,,
318122,de:12065:900200004:1:50,de:12065:900200004:1:51,1,0,6,9.000000000000,,,,
318121,de:12065:900200004:1:51,de:12065:900200004:1:50,1,0,6,9.000000000000,,,,
701597,de:12065:900203772:2:51,de:12065:900203772:2:52,1,0,5,7.000000000000,,,,
701596,de:12065:900203772:2:52,de:12065:900203772:2:51,1,0,5,7.000000000000,,,,
680023,de:12063:900210003:1:50,de:12063:900210003:1:51,1,0,6,9.000000000000,,,,
680024,de:12063:900210003:1:51,de:12063:900210003:1:50,1,0,6,9.000000000000,,,,
314393,de:12067:900311631:1:50,de:12067:900311631:1:51,1,0,4,6.000000000000,,,,
314392,de:12067:900311631:1:51,de:12067:900311631:1:50,1,0,4,6.000000000000,,,,
707392,de:12072:900245029:2:53,de:12072:900245029:2:52,1,0,4,5.000000000000,,,,
707393,de:12072:900245029:2:52,de:12072:900245029:2:53,1,0,4,5.000000000000,,,,
707168,de:12072:900245029:1:51,de:12072:900245029:1:50,1,0,114,159.000000000000,,,,
707169,de:12072:900245029:1:50,de:12072:900245029:1:51,1,0,114,159.000000000000,,,,
110211,de:12062:900415357:1:50,de:12062:900415357:2:51,1,0,53,74.000000000000,,,,
110219,de:12062:900415357:2:51,de:12062:900415357:1:50,1,0,53,74.000000000000,,,,
883196,de:12066:900435459:2:51,de:12066:900435459:2:52,1,0,4,6.000000000000,,,,
883322,de:12066:900435459:2:52,de:12066:900435459:2:51,1,0,4,6.000000000000,,,,
113916,de:12067:900311250:1:50,de:12067:900311250:2:51,1,0,137,190.000000000000,,,,
113922,de:12067:900311250:2:51,de:12067:900311250:1:50,1,0,137,190.000000000000,,,,
363074,de:12063:900210007:1:50,de:12063:900210007:1:51,1,0,6,8.000000000000,,,,
363073,de:12063:900210007:1:51,de:12063:900210007:1:50,1,0,6,8.000000000000,,,,
318077,de:12062:900415683:1:50,de:12062:900415683:2:51,1,0,34,47.000000000000,,,,
318076,de:12062:900415683:2:51,de:12062:900415683:1:50,1,0,34,47.000000000000,,,,
701466,de:12066:900435314:1:50,de:12066:900435314:1:51,1,0,5,7.000000000000,,,,
701467,de:12066:900435314:1:51,de:12066:900435314:1:50,1,0,5,7.000000000000,,,,
353139,de:12071:900445360:1:50,de:12071:900445360:1:51,1,0,6,8.000000000000,,,,
353138,de:12071:900445360:1:51,de:12071:900445360:1:50,1,0,6,8.000000000000,,,,
1104290,de:12067:900311307:1:50,de:12067:900311307:1:51,1,0,5,7.000000000000,,,,
1104291,de:12067:900311307:1:51,de:12067:900311307:1:50,1,0,5,7.000000000000,,,,
119257,de:12065:900203452:1:51,de:12065:900203452:1:50,1,0,19,27.000000000000,,,,
119261,de:12065:900203452:1:50,de:12065:900203452:1:51,1,0,19,27.000000000000,,,,
722635,de:12062:900415502:2:51,de:12062:900415502:2:52,1,0,4,6.000000000000,,,,
